0.000000,0.000000,0.000000,-0.464674,-0.376407,-0.562840,0.570620,-0.389014,0.110366,-0.601581,0.983940,0.008651,-0.177915,0.011588,-0.433032,0.376045,-0.665203,0.992192,0.026949,0.121694,0.004488,-0.461502,0.492253,-0.708848,0.998987,-0.022068,0.036802,-0.013571,-0.088342,0.167507,-0.755572,0.996925,0.051512,-0.059027,-0.001646,-0.154049,0.434319,-0.788197,0.998778,-0.016280,0.046452,0.004500,-0.187655,0.546402,-0.838476,0.996800,-0.015175,0.078280,0.005677,-0.195955,0.242638,-0.147594,0.719768,0.003632,0.694119,0.010981,-0.093470,0.323703,0.035725,0.734974,-0.090720,-0.671081,0.035125,-0.151956,0.422819,-0.095472,0.884086,-0.096191,0.452455,0.066509,0.120575,0.269582,-0.271786,0.815246,-0.006241,0.577600,-0.041389,0.150559,0.385761,-0.132881,0.854153,-0.007842,-0.518917,0.032963,0.149486,0.488448,-0.273989,0.870739,-0.066122,0.485477,0.041885
-0.040441,-0.173756,-0.159248,0.414788,0.448641,0.595336,-0.521773,-0.362945,0.286845,-0.647214,0.994729,0.000169,-0.100280,0.021410,-0.397160,0.542478,-0.670875,0.995898,0.034981,0.083127,0.007310,-0.420334,0.654394,-0.708647,0.999663,-0.015818,-0.017794,-0.010352,-0.057157,0.346680,-0.778049,0.998122,0.061190,0.002833,-0.000021,-0.114859,0.598488,-0.796553,0.998693,-0.015050,0.048593,0.004960,-0.141468,0.706784,-0.841862,0.999655,-0.016339,0.020003,0.004862,-0.150786,0.322939,0.001319,0.902261,-0.014024,0.429684,0.033172,-0.092833,0.402881,0.193455,0.878575,-0.038504,-0.473972,0.044424,-0.125223,0.544847,0.117542,0.966928,-0.047067,0.248565,0.032401,0.147891,0.360454,-0.097356,0.946886,0.020743,0.319963,-0.024486,0.189439,0.465596,0.038848,0.946560,-0.022494,-0.318963,0.042207,0.203013,0.607059,-0.043433,0.961637,-0.120018,0.244047,0.035930
-0.011923,-0.097096,0.035011,0.442201,0.424788,0.580909,-0.535311,-0.386557,0.212461,-0.646981,0.994039,0.002329,-0.107884,0.015558,-0.426802,0.480060,-0.693402,0.996557,0.030270,0.077034,0.004765,-0.454074,0.594193,-0.739183,0.999609,-0.016876,-0.019668,-0.010467,-0.090414,0.265003,-0.798344,0.998180,0.060260,-0.002247,0.000474,-0.152140,0.529586,-0.837967,0.998789,-0.013674,0.045806,0.011610,-0.181262,0.640237,-0.890636,0.999444,-0.018358,0.027049,0.006598,-0.166667,0.326599,-0.032174,0.897764,-0.011612,0.438883,0.035601,-0.112954,0.435444,0.158115,0.869495,-0.038627,-0.490325,0.045460,-0.152167,0.575102,0.064128,0.962531,-0.045981,0.264769,0.036296,0.137266,0.368679,-0.134529,0.945302,0.017368,0.325157,-0.019375,0.172458,0.496877,-0.007049,0.935097,-0.019343,-0.351010,0.044842,0.182117,0.633458,-0.112538,0.955613,-0.115092,0.268684,0.036980
-0.000075,-0.124755,0.004218,0.427508,0.430857,0.594846,-0.527027,-0.394462,0.239166,-0.656373,0.997695,-0.005780,-0.064189,0.021253,-0.436068,0.519206,-0.686662,0.997498,0.029960,0.063837,0.004911,-0.463465,0.638964,-0.726161,0.998508,-0.014301,-0.051769,-0.009845,-0.101515,0.294794,-0.802848,0.997619,0.061301,0.031569,0.001214,-0.162911,0.570973,-0.834887,0.998927,-0.014513,0.043477,0.006597,-0.191896,0.687428,-0.882330,0.999719,-0.018805,-0.013409,0.005321,-0.156650,0.348576,0.042827,0.964256,-0.022554,0.262075,0.031914,-0.126505,0.492808,0.224887,0.927511,-0.014258,-0.370639,0.046331,-0.165911,0.649327,0.149554,0.981301,-0.035198,0.187153,0.027974,0.137047,0.404847,-0.048404,0.986955,0.028385,0.158046,-0.011653,0.175321,0.553486,0.065858,0.971406,-0.034631,-0.231345,0.040630,0.176975,0.711780,-0.015788,0.978861,-0.122221,0.162043,0.025188
-0.007628,-0.124513,0.129930,0.437322,0.432616,0.583023,-0.530732,-0.396138,0.237552,-0.672974,0.997953,0.012982,-0.057954,0.023734,-0.435386,0.522499,-0.715631,0.997425,0.033730,0.062869,0.007269,-0.458240,0.644509,-0.758174,0.998531,-0.017391,-0.050934,-0.006257,-0.099367,0.287273,-0.818441,0.996933,0.072751,0.028831,-0.000120,-0.160170,0.566490,-0.872249,0.999129,-0.007473,0.040314,0.007765,-0.186062,0.682929,-0.926931,0.999852,-0.016161,-0.004119,0.004315,-0.153754,0.354170,0.032420,0.966291,-0.022351,0.254579,0.031164,-0.130405,0.513490,0.205699,0.931635,-0.004730,-0.360879,0.042431,-0.166384,0.673840,0.126743,0.980906,-0.038654,0.188641,0.027264,0.143492,0.405848,-0.058787,0.989946,0.025523,0.138468,-0.013459,0.181499,0.567741,0.038982,0.973460,-0.031832,-0.225076,0.026506,0.183963,0.725791,-0.051874,0.977935,-0.122552,0.168071,0.019387
-0.002373,-0.108679,0.203527,0.444023,0.427267,0.588952,-0.522897,-0.393664,0.221932,-0.657806,0.997738,-0.008537,-0.063380,0.020702,-0.437140,0.498559,-0.691374,0.997547,0.029062,0.063456,0.005454,-0.466665,0.618039,-0.734491,0.998568,-0.014793,-0.049461,-0.014044,-0.096292,0.275727,-0.805967,0.997917,0.057494,0.028951,-0.004319,-0.158187,0.548377,-0.842983,0.998633,-0.019606,0.047655,0.008743,-0.189456,0.664440,-0.893559,0.999749,-0.021086,0.004599,0.006039,-0.160068,0.345846,0.026309,0.963009,-0.019425,0.267116,0.029748,-0.132630,0.488670,0.206234,0.929990,-0.017871,-0.363892,0.048803,-0.171452,0.645183,0.128180,0.983286,-0.042617,0.174311,0.030803,0.133568,0.402599,-0.061543,0.985666,0.035319,0.164325,-0.014579,0.170418,0.550331,0.050893,0.972522,-0.029784,-0.224623,0.053463,0.179828,0.707209,-0.035110,0.978435,-0.129810,0.158452,0.026608
-0.018227,-0.128347,0.141095,0.447879,0.434541,0.580395,-0.523182,-0.385194,0.238932,-0.674631,0.997879,0.000018,-0.058510,0.028542,-0.426137,0.525359,-0.710562,0.997234,0.033430,0.065084,0.013089,-0.449519,0.649336,-0.751594,0.998360,-0.014985,-0.054357,-0.009918,-0.086546,0.287578,-0.805408,0.997754,0.064629,0.015550,-0.008289,-0.148451,0.568274,-0.854251,0.998842,-0.015108,0.045302,0.005798,-0.177297,0.686503,-0.907075,0.999864,-0.015818,-0.000882,0.004612,-0.149600,0.347266,0.029202,0.972272,-0.016835,0.231574,0.027885,-0.126404,0.511943,0.200303,0.943759,-0.008700,-0.327381,0.045445,-0.158835,0.676587,0.124073,0.984100,-0.046206,0.169215,0.027913,0.143675,0.398137,-0.060046,0.992337,0.033851,0.118127,-0.012920,0.181541,0.565354,0.033458,0.983108,-0.030847,-0.175832,0.040369,0.194638,0.727753,-0.052715,0.981052,-0.130427,0.142305,0.016607
-0.019398,-0.110944,0.312784,0.444286,0.430194,0.591727,-0.517110,-0.387351,0.224518,-0.672323,0.998243,-0.004105,-0.049580,0.032186,-0.429565,0.511870,-0.703740,0.997106,0.030535,0.068529,0.012319,-0.454629,0.636812,-0.741064,0.998243,-0.017152,-0.055353,-0.012379,-0.102935,0.283435,-0.810555,0.996681,0.074745,0.032133,-0.002918,-0.160728,0.566176,-0.855909,0.998865,-0.019907,0.043193,0.002517,-0.189339,0.685468,-0.906729,0.999733,-0.022417,-0.004187,0.003729,-0.155906,0.335262,0.037997,0.964376,-0.015891,0.261895,0.033727,-0.132230,0.488450,0.221116,0.932000,-0.012733,-0.358882,0.049167,-0.168394,0.653447,0.146905,0.982277,-0.051464,0.177828,0.029331,0.134399,0.393914,-0.050703,0.988557,0.043488,0.144117,-0.009664,0.174382,0.555676,0.053887,0.978663,-0.031466,-0.196724,0.050278,0.188631,0.720411,-0.027958,0.977578,-0.139723,0.154980,0.028272
-0.024852,-0.109048,0.338908,0.448925,0.430974,0.588702,-0.515904,-0.380435,0.214413,-0.671888,0.998678,-0.004210,-0.041582,0.029934,-0.421973,0.503133,-0.699124,0.997376,0.026373,0.065998,0.013755,-0.448194,0.629366,-0.736694,0.998092,-0.017889,-0.056936,-0.015815,-0.100764,0.270956,-0.800847,0.997467,0.062541,0.033862,-0.001446,-0.165850,0.554496,-0.835418,0.998663,-0.027237,0.043814,0.003183,-0.200313,0.675414,-0.882589,0.999732,-0.019532,-0.012095,0.002709,-0.154197,0.330298,0.031391,0.965389,-0.012783,0.258511,0.032130,-0.130482,0.483025,0.213890,0.932582,-0.014189,-0.357562,0.047321,-0.166740,0.647335,0.136067,0.982209,-0.052231,0.178286,0.027408,0.132370,0.388398,-0.051434,0.989250,0.046024,0.138231,-0.012601,0.172391,0.549572,0.053348,0.979856,-0.031479,-0.189734,0.053773,0.188751,0.714314,-0.030083,0.978045,-0.142380,0.149557,0.028084
-0.050189,-0.087185,0.248452,0.459156,0.436197,0.580215,-0.512113,-0.359978,0.189005,-0.679371,0.997784,0.001732,-0.056017,0.035870,-0.393304,0.477713,-0.718491,0.996229,0.022787,0.082412,0.014743,-0.415553,0.602737,-0.756804,0.998284,-0.022918,-0.051334,-0.016419,-0.079388,0.241526,-0.801697,0.998038,0.056640,0.026506,0.002913,-0.141774,0.525390,-0.840718,0.997989,-0.032100,0.054488,0.004405,-0.173994,0.645536,-0.886771,0.999740,-0.021129,-0.005959,0.006128,-0.148434,0.316605,0.002146,0.947217,-0.009121,0.318862,0.032007,-0.116015,0.462095,0.191649,0.913435,-0.028780,-0.402608,0.052105,-0.147837,0.619339,0.102811,0.973948,-0.064367,0.214873,0.033351,0.137678,0.374864,-0.060021,0.977355,0.041110,0.206825,-0.017625,0.174507,0.524606,0.065036,0.964120,-0.021270,-0.255231,0.069838,0.200843,0.682711,-0.024069,0.970366,-0.144216,0.189572,0.040678
